ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009307,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009308,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009309,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009313,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009314,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009315,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009316,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009319,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2
5009325,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009330,M,Y,N,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2
5009335,F,N,N,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1
5009338,M,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2
5009343,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009344,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009345,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009346,M,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2
5009349,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
5009354,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2
5009355,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2
5009358,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2
5009359,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1
5009360,F,Y,N,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1
5009362,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009363,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009365,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009366,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009367,M,Y,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2
5009370,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009373,M,Y,N,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2
5009378,F,N,N,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4
5009381,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3
5009383,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009384,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009386,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009387,F,N,N,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2
5009391,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009393,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009394,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009395,M,N,N,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1
5009396,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009397,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009399,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009400,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009401,F,N,N,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3
5009402,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2
5009403,M,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2
5009404,F,N,N,2,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,4
5009405,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009406,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009408,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009410,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2
5009415,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009418,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009420,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1
5009423,F,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569,-1013,1,0,0,0,Security staff,2
5009425,M,N,N,0,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,1,1,0,0,Cooking staff,1
5009426,M,N,N,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,1,0,0,0,,2
5009428,M,N,N,0,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,1,0,0,Laborers,1
5009431,M,Y,N,0,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,1,1,1,0,Drivers,2
5009435,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,1,0,1,0,,2
5009441,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009444,F,N,N,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2
5009445,F,Y,N,0,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855,-739,1,1,0,0,,2
5009447,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2
5009448,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2
5009451,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009452,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009454,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009456,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009457,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009458,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2
5009460,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009465,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009468,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009469,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009470,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009471,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009472,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2
5009480,F,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,1,0,1,0,,2
5009481,F,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,1,0,1,0,,2
5009485,F,N,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-12130,-798,1,0,0,0,Cooking staff,2
5009487,F,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,1,0,0,0,,4
5009488,F,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,1,0,0,0,,4
5009489,F,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,1,0,0,0,,4
5009490,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,1,1,1,0,Laborers,2
5009492,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,1,1,1,0,Laborers,2
5009493,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009495,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009498,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009499,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009500,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009501,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009503,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2
5009507,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-16100,-4939,1,0,1,0,Core staff,2
5009508,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-16100,-4939,1,0,1,0,Core staff,2
5009509,F,N,N,0,202500,Working,Higher education,Married,House / apartment,-16100,-4939,1,0,1,0,Core staff,2
5009512,F,N,N,0,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,1,0,0,0,Core staff,2
5009516,F,N,N,0,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,1,0,0,0,Core staff,2
5009517,F,N,N,0,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,1,0,0,0,Core staff,2
5009523,M,Y,N,1,112500,Working,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,1,1,0,0,Laborers,2
5009524,M,Y,N,1,112500,Working,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,1,1,0,0,Laborers,2
5009526,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,1,0,1,0,,2
5009530,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,1,0,1,0,,2
5009531,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,1,0,1,0,,2
5009534,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,1,0,1,0,,2
5009535,F,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,1,0,1,0,,2
5009536,M,Y,N,0,216000,Working,Secondary / secondary special,Married,House / apartment,-15455,-890,1,1,0,0,Laborers,2
5009537,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,1,1,1,0,Sales staff,2
5009540,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,1,1,1,0,Sales staff,2
5009541,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,1,1,1,0,Sales staff,2
5009545,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009546,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009551,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009554,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009555,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009557,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009559,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009560,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2
5009563,F,N,N,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,1,0,1,0,,1
5009564,F,N,N,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,1,0,1,0,,1
5009565,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009566,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009568,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009569,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009570,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009571,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009572,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009573,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009574,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2
5009575,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,1,0,0,0,Accountants,2
5009576,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,1,0,0,0,Accountants,2
5009577,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,1,0,0,0,,2
5009581,F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,1,0,0,0,,2
5009583,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,1,0,0,0,Sales staff,1
5009584,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,1,0,0,0,Sales staff,1
5009585,F,N,N,0,45000,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,1,0,1,0,Sales staff,1
5009586,F,N,N,0,45000,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,1,0,1,0,Sales staff,1
5009590,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,1,0,1,0,,2
5009593,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2
5009594,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2
5009595,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2
5009599,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2
5009600,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2
5009602,F,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-13455,-2748,1,1,1,0,Sales staff,2
5009603,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,1,1,0,0,Sales staff,3
5009605,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,1,1,0,0,Sales staff,3
5009607,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,1,0,High skill tech staff,4
